id,text
16542,good night to you are you going to sleep
16543,everybody's ears are hurting them Baby Cassie had an ear infection too
16544,let's go fill up our water tanks suggested Jay Jay
16545,riding a bicycle is difficult said his mother
16546,but you can't give up just because it's frustrating
16547,there you go guys said Brenda Blue your water tanks are filled to the brim
16548,it's too hard for me said Franklin it was easy for my friends
16549,hm mine actually were hurting last week too
16550,I've got it we're at five after nine now
16551,thanks Brenda cheered Jay Jay I don't know what we'd do without you
16552,well Cinderella was with her mother when she was younger
16553,do you think everything comes easily for him she asked
16554,okay we have_to find the stegosaurus' face don't we
16555,you're the best agreed Snuffy come on Snuffy we have work to do said Jay Jay
16556,yeah let's see what it says about the sloth here
16557,xxx funny guys with the bumpy heads huh
16558,but the doctor told me I didn't have any medicine that I just had to wait it out
16559,what is with the bugs in this room huh
16560,oh boy honey you sure set up a nice system for your dinosaurs
16561,it says the giant sloth was truly huge about twenty feet long from nose to tail
16562,while you look at that mommy's just gonna look at the cookies for a minute
16563,I was talking about when you were talking when you were just learning to talk when you were a baby
16564,he saw Beaver struggling to swing on the monkey bars
16565,Jay Jay and Snuffy arrived at farmer Dale's field
16566,once upon a time the manor house was the happiest place in the whole kingdom
16567,each time she got_to the third rung she fell to the sand below
16568,the scrubbers fall in line dancing side by side
16569,as they sprayed water on the crops Snuffy was thinking about what his favorite color might be
16570,let's see this one says we're strange creatures
16571,but when Cinderella's mean stepmother arrived things changed
16572,picking up the groove and scrubbing as they glide
16573,mm parts of the field are brown so maybe brown should be my favorite color
16574,Lady Chrimain made Cinderella sleep in the attic and do chores all day
16575,did you tell Amanda do you remember when I lost my voice
16576,the woolly mammoth says I have long tusks and wooly hair
16577,the crabs leap from bungee cords snapping with their claws removing all the barnacles from the whales' scaly jaws
16578,let's see that maybe goes oh wait let me turn the oven off
16579,my fever did go away after I took my medicine right
16580,and the corn stalks are green so maybe green should be my favorite color
16581,I am going to get your book and look
16582,why do we keep finding dying bugs in that room
16583,but when the corn is picked it's yellow just like the sun that's two votes for yellow so maybe that should be my favorite color
16584,and the funny thing is she's gone through things where she'll become really obsessed with some field of study and at that point she must have been two or just like two and a quarter or something like that
16585,that one says the wooly hair has the woolly mammoth has long shaggy hair and is just thirteen feet tall
16586,you're you're right on the lobster and the crab at the supermarket
16587,you took it off the vacuum cleaner right
16588,the next time we go to bread and circus we havta get some more okay
16589,okay Snuffy said Jay Jay we have a lot of deliveries to make we'd better head back to Terrytown airport to refuel
